X,Y,OBJECTID,ID,Letter,Address,City,State,Zip,Phone,Lat,Long_,Restaurant
-93.381334,44.9370512,0,0,x,"8020 MN-7, St Louis Park","8020 MN-7, St Louis Park",MN,0,0,44.9370512,-93.381334,Chick-fil-A Knollwood
-93.1659059,45.00427089999999,0,0,x,"2090 Snelling Ave N, Roseville","2090 Snelling Ave N, Roseville",MN,0,0,45.00427089999999,-93.1659059,Chick-fil-A
-93.31070059999999,44.8610149,0,0,x,"2500 W 79th St, Bloomington","2500 W 79th St, Bloomington",MN,0,0,44.8610149,-93.31070059999999,Chick-fil-A
-93.2292533,44.9739768,0,0,x,"615 Washington Ave SE, Minneapolis","615 Washington Ave SE, Minneapolis",MN,0,0,44.9739768,-93.2292533,Chick-fil-A
-93.4623819,45.0132669,0,0,x,"3005 Harbor Ln N, Plymouth","3005 Harbor Ln N, Plymouth",MN,0,0,45.0132669,-93.4623819,Chick-fil-A
-92.9666579,44.92487939999999,0,0,x,"6939 Valley Creek Rd, Woodbury","6939 Valley Creek Rd, Woodbury",MN,0,0,44.92487939999999,-92.9666579,Chick-fil-A
-93.3564504,45.1339491,0,0,x,"9751 Xenia Ave N, Brooklyn Park","9751 Xenia Ave N, Brooklyn Park",MN,0,0,45.1339491,-93.3564504,Chick-fil-A
-93.4297126,45.0942304,0,0,x,"11820 Fountains Way, Maple Grove","11820 Fountains Way, Maple Grove",MN,0,0,45.0942304,-93.4297126,Chick-fil-A
-93.29409299999999,44.7470673,0,0,x,"1200 County Rd 42 W, Burnsville","1200 County Rd 42 W, Burnsville",MN,0,0,44.7470673,-93.29409299999999,Chick-fil-A
-93.0187244,45.0329984,0,0,x,"3045 White Bear Ave, Maplewood","3045 White Bear Ave, Maplewood",MN,0,0,45.0329984,-93.0187244,Chick-fil-A Maplewood
-93.1524832,44.8331243,0,0,x,"3420 Promenade Ave, Eagan","3420 Promenade Ave, Eagan",MN,0,0,44.8331243,-93.1524832,Chick-fil-A
-93.2576981,45.1277373,0,0,x,"595 Northtown Dr NE, Blaine","595 Northtown Dr NE, Blaine",MN,0,0,45.1277373,-93.2576981,Chick-fil-A
-93.53208,44.8591608,0,0,x,"445 W 79th St, Chanhassen","445 W 79th St, Chanhassen",MN,0,0,44.8591608,-93.53208,Chick-fil-A
-93.2354014,44.97280860000001,0,0,x,"300 Washington Ave SE, Minneapolis","300 Washington Ave SE, Minneapolis",MN,0,0,44.97280860000001,-93.2354014,Chick-fil-A
-93.0799447,44.892506,0,0,x,"1770 S Robert St, West St Paul","1770 S Robert St, West St Paul",MN,0,0,44.892506,-93.0799447,Chick-fil-A
